211.044067;-0.047709;0.20586;0.686227;-0.119344;0.236034;-0.297155
212.626801;-0.096073;0.09452;0.663402;-0.088783;0.145514;-0.246825
214.209625;-0.127224;0.00444;0.634025;-0.036119;0.068333;-0.184214
215.79245;-0.149558;-0.070257;0.604199;0.030606;-0.00284;-0.112376
217.37532;-0.16417;-0.1369;0.56808;0.111003;-0.068267;-0.032568
218.958221;-0.171245;-0.194929;0.521604;0.202938;-0.131206;0.056672
220.541183;-0.16805;-0.244325;0.460005;0.302329;-0.189623;0.155229
222.124176;-0.154468;-0.278548;0.384558;0.405311;-0.241009;0.259943
223.707184;-0.129107;-0.295381;0.295544;0.506467;-0.280314;0.366286
225.290237;-0.090728;-0.290227;0.200838;0.601626;-0.307049;0.472778
226.873337;-0.041875;-0.259847;0.105489;0.688681;-0.315433;0.573252
228.456451;0.014628;-0.201677;0.018368;0.768054;-0.304284;0.663128
230.039627;0.077175;-0.114286;-0.049895;0.831487;-0.269873;0.730849
231.622803;0.140549;0.003197;-0.08615;0.876231;-0.205546;0.767636
233.206024;0.202804;0.147243;-0.080212;0.898139;-0.115094;0.763406
234.789307;0.252459;0.305771;-0.017828;0.880532;0.00185;0.698989
236.372604;0.276913;0.455742;0.102365;0.813805;0.137276;0.569744
237.955933;0.26902;0.56607;0.266019;0.700884;0.25855;0.383877
239.539276;0.228042;0.610561;0.442328;0.558257;0.345993;0.176499
241.122681;0.168308;0.584961;0.591906;0.410093;0.38023;-0.01378
242.7061;0.103865;0.510741;0.692999;0.282847;0.371814;-0.158492
244.289581;0.047342;0.4145;0.743936;0.185218;0.332441;-0.24805
245.873047;0.004807;0.318414;0.75197;0.120021;0.281586;-0.290999
247.456573;-0.024777;0.234554;0.736488;0.080723;0.230102;-0.301066
249.040115;-0.044342;0.166663;0.710645;0.061436;0.184296;-0.291006
250.623688;-0.056426;0.112072;0.68126;0.056896;0.144924;-0.270211
252.207306;-0.06531;0.069042;0.655128;0.063312;0.111856;-0.243478
253.790939;-0.070934;0.034468;0.633471;0.078123;0.083636;-0.214637
255.374603;-0.075536;0.005414;0.615115;0.101188;0.058691;-0.184048
256.958313;-0.078655;-0.019668;0.601293;0.131295;0.036581;-0.15232
258.542023;-0.081097;-0.041675;0.58783;0.167588;0.016224;-0.11841
260.125763;-0.082771;-0.061785;0.57494;0.210581;-0.003218;-0.081319
261.709534;-0.08283;-0.079662;0.558387;0.259428;-0.021428;-0.041554
263.293335;-0.081756;-0.095943;0.537285;0.313641;-0.039537;0.002411
264.877167;-0.07942;-0.109245;0.511129;0.371404;-0.055283;0.048456
266.460999;-0.07516;-0.120123;0.477782;0.431604;-0.070352;0.098098
268.044891;-0.068777;-0.127095;0.436292;0.491108;-0.082794;0.149251
269.628815;-0.06142;-0.130322;0.389361;0.54831;-0.092869;0.201106
271.212708;-0.051868;-0.129241;0.336972;0.600933;-0.100224;0.251063
272.796692;-0.042391;-0.123998;0.284015;0.647991;-0.104048;0.297818
274.380676;-0.031741;-0.113975;0.230882;0.68858;-0.105037;0.340696
275.964661;-0.020975;-0.100018;0.18184;0.723211;-0.103163;0.378268
277.548676;-0.010647;-0.081798;0.138296;0.752825;-0.098488;0.408828
279.132721;-0.001007;-0.059796;0.104901;0.779423;-0.090949;0.432422
280.716797;0.007661;-0.034125;0.081666;0.803526;-0.079667;0.446907
282.300873;0.014548;-0.004901;0.071394;0.825515;-0.065365;0.452112
283.884979;0.019765;0.027765;0.076081;0.844154;-0.047775;0.445079
285.469147;0.02289;0.062342;0.096793;0.857965;-0.026859;0.421965
287.053284;0.023932;0.098382;0.136873;0.865206;-0.003949;0.381011
288.637451;0.022371;0.134733;0.195476;0.860874;0.023632;0.321643
290.221649;0.017652;0.169032;0.267441;0.842778;0.053876;0.24295
291.805847;0.012054;0.197913;0.348632;0.806571;0.082161;0.152076
293.390106;0.00469;0.218151;0.426046;0.752853;0.109191;0.057185
294.974365;-0.00369;0.227674;0.493653;0.685967;0.131944;-0.034579
296.558624;-0.01143;0.226575;0.547398;0.612157;0.146981;-0.113839
